date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,499.989990234375,504.75,490.7099914550781,500.0,476.2793273925781,1527600
2021-01-05,494.1600036621094,505.3599853515625,493.8900146484375,505.3599853515625,481.38494873046875,1029900
2021-01-06,491.8500061035156,499.8399963378906,489.739990234375,490.2200012207031,466.96331787109375,977900
2021-01-07,495.9700012207031,503.2200012207031,495.5199890136719,501.42999267578125,477.64154052734375,936200
2021-01-08,512.5900268554688,514.280029296875,501.7099914550781,508.739990234375,484.6046447753906,734500
2021-01-11,500.5,508.9100036621094,499.42999267578125,507.95001220703125,483.8521728515625,703000
2021-01-12,507.1000061035156,514.7899780273438,503.5,513.9299926757812,489.5484924316406,651700
2021-01-13,511.2099914550781,515.6099853515625,509.3800048828125,514.0599975585938,489.67230224609375,513700
2021-01-14,530.1599731445312,546.4000244140625,529.8900146484375,544.6500244140625,518.8109741210938,1450300
2021-01-15,532.3099975585938,536.8499755859375,525.3599853515625,527.5,502.47467041015625,869200
2021-01-19,533.0,550.47998046875,530.6099853515625,549.5,523.430908203125,1504000
2021-01-20,555.5700073242188,558.1599731445312,543.1599731445312,549.3800048828125,523.3167114257812,1121900
2021-01-21,568.0,573.7999877929688,565.6099853515625,570.739990234375,543.663330078125,1272100
2021-01-22,563.489990234375,570.7100219726562,562.7899780273438,569.4500122070312,542.4345092773438,901600
2021-01-25,562.1500244140625,568.219970703125,554.1199951171875,567.6099853515625,540.681884765625,966500
2021-01-26,563.1799926757812,563.6500244140625,548.4400024414062,549.0,522.9547119140625,887700
2021-01-27,534.969970703125,539.52001953125,522.5,524.6300048828125,499.74090576171875,1506800
2021-01-28,542.1099853515625,553.8400268554688,537.3800048828125,547.219970703125,521.2590942382812,968600
2021-01-29,540.9600219726562,543.5,528.2999877929688,534.1599731445312,508.8187561035156,867300
2021-02-01,547.4000244140625,555.469970703125,544.530029296875,554.3900146484375,528.089111328125,849600
2021-02-02,553.780029296875,556.7899780273438,549.4500122070312,553.5,527.2410888671875,721600
2021-02-03,551.2899780273438,551.719970703125,541.9500122070312,542.9099731445312,517.153564453125,635400
2021-02-04,546.9600219726562,555.97998046875,544.280029296875,555.4400024414062,529.0892333984375,554500
2021-02-05,554.9600219726562,556.1400146484375,551.02001953125,552.8099975585938,526.5839233398438,461700
2021-02-08,557.969970703125,566.9299926757812,557.969970703125,564.0,537.2431030273438,716900
2021-02-09,566.5399780273438,571.9299926757812,565.5,565.5,538.6719360351562,483300
2021-02-10,571.4299926757812,573.0599975585938,559.7000122070312,566.8900146484375,539.9959106445312,458600
2021-02-11,574.6300048828125,591.7899780273438,573.8300170898438,591.510009765625,563.447998046875,975400
2021-02-12,591.969970703125,601.4600219726562,589.1500244140625,597.989990234375,569.6205444335938,732400
2021-02-16,605.5800170898438,608.7100219726562,599.1699829101562,603.1400146484375,574.5262451171875,621600
2021-02-17,598.3499755859375,598.47998046875,581.4600219726562,587.5800170898438,559.7044677734375,825100
2021-02-18,584.3599853515625,589.4600219726562,576.0499877929688,582.47998046875,554.846435546875,716800
2021-02-19,591.8400268554688,600.75,589.3900146484375,594.4000244140625,566.2008056640625,821500
2021-02-22,587.6199951171875,590.1199951171875,576.5,578.5,551.0553588867188,753400
2021-02-23,571.719970703125,579.1799926757812,560.1300048828125,576.0700073242188,548.7404174804688,1004800
2021-02-24,573.3400268554688,595.9600219726562,565.5499877929688,595.010009765625,566.7817993164062,1023000
2021-02-25,582.6300048828125,586.4000244140625,559.6599731445312,559.77001953125,533.2138671875,1288900
2021-02-26,572.3400268554688,573.489990234375,560.7000122070312,567.0900268554688,540.1865234375,946500
2021-03-01,572.3699951171875,584.3599853515625,568.8599853515625,583.5499877929688,555.865478515625,679500
2021-03-02,579.030029296875,579.8699951171875,563.0,563.1400146484375,536.4238891601562,696100
2021-03-03,564.5900268554688,565.9500122070312,541.2000122070312,543.5999755859375,517.8108520507812,1006900
2021-03-04,537.8499755859375,541.3300170898438,502.0899963378906,510.5,486.28118896484375,1702500
2021-03-05,527.969970703125,530.8499755859375,508.3299865722656,527.0399780273438,502.0364685058594,1370100
2021-03-08,526.4400024414062,529.1699829101562,501.1099853515625,502.19000244140625,478.3653869628906,1180700
2021-03-09,527.6400146484375,543.2100219726562,524.9500122070312,539.52001953125,513.9244995117188,1240500
2021-03-10,540.0800170898438,541.8200073242188,521.1099853515625,523.3300170898438,498.50250244140625,876500
2021-03-11,546.989990234375,548.489990234375,540.010009765625,544.4000244140625,518.572998046875,1009700
2021-03-12,534.1199951171875,539.0800170898438,528.5999755859375,537.6300048828125,512.1240234375,714900
2021-03-15,538.6699829101562,547.7999877929688,536.010009765625,547.1900024414062,521.2305908203125,582400
2021-03-16,546.3800048828125,555.72998046875,545.9600219726562,549.3800048828125,523.3167114257812,651600
2021-03-17,548.219970703125,566.0499877929688,542.8599853515625,559.5700073242188,533.0233764648438,841400
2021-03-18,547.97998046875,552.47998046875,539.02001953125,539.1900024414062,513.6100463867188,790000
2021-03-19,544.6900024414062,557.0900268554688,541.3099975585938,547.4199829101562,521.4496459960938,1404600
2021-03-22,567.6400146484375,577.989990234375,563.8300170898438,575.989990234375,548.6643676757812,1216800
2021-03-23,569.52001953125,571.280029296875,555.5,558.8699951171875,532.3564453125,866300
2021-03-24,587.1799926757812,594.469970703125,578.0,578.5800170898438,551.1312255859375,2121400
2021-03-25,570.9099731445312,585.8400268554688,569.0900268554688,584.0,556.2941284179688,1088900
2021-03-26,588.6900024414062,627.2999877929688,588.6900024414062,625.6699829101562,595.9873657226562,1933600
2021-03-29,614.760009765625,616.8599853515625,601.4400024414062,608.0,579.15576171875,1214900
2021-03-30,599.9199829101562,606.260009765625,595.52001953125,601.2899780273438,572.763916015625,1071600
2021-03-31,606.1599731445312,620.9400024414062,605.2000122070312,617.3599853515625,588.071533203125,1579600
2021-04-01,619.7999877929688,639.489990234375,619.75,637.0999755859375,606.8751831054688,1908300
2021-04-05,651.6500244140625,653.0,638.030029296875,640.489990234375,610.104248046875,1529800
