date,ticker,name,currency,asset_type,open,high,low,close,adj_close,volume,usd_per_unit,fx_filled,close_usd,adj_close_usd
2021-01-01,MARUTI.NS,Maruti Suzuki,INR,stock,7654.0,7748.5,7650.0,7691.2998046875,7371.6318359375,767574,0.013681911425824023,0,105.23168267719198,100.85801384308141
2021-01-04,MARUTI.NS,Maruti Suzuki,INR,stock,7739.0,7755.2001953125,7642.60009765625,7702.2998046875,7382.17431640625,598645,0.013681387303027093,0,105.37814675195962,100.99838596121317
2021-01-05,MARUTI.NS,Maruti Suzuki,INR,stock,7660.0,7673.0,7586.0,7655.4501953125,7337.27197265625,562668,0.013638843482845673,0,104.41148700458753,100.0719040261289
2021-01-06,MARUTI.NS,Maruti Suzuki,INR,stock,7654.0,7749.0,7555.5,7628.60009765625,7311.53759765625,840678,0.013628656946349849,0,103.96757371184799,99.64643766879594
2021-01-07,MARUTI.NS,Maruti Suzuki,INR,stock,7676.0,7704.39990234375,7552.10009765625,7566.0498046875,7251.58740234375,642968,0.013631406647765127,0,103.13590160493922,98.84933672315844
2021-01-08,MARUTI.NS,Maruti Suzuki,INR,stock,7600.0,8060.0,7600.0,8014.89990234375,7681.7822265625,2557157,0.01361544551962383,0,109.12643296559969,104.59088739937636
2021-01-11,MARUTI.NS,Maruti Suzuki,INR,stock,8099.0,8288.0,7882.39990234375,8232.75,7890.57763671875,2182019,0.013628917695154036,0,112.20347215477939,107.54003317806288
2021-01-12,MARUTI.NS,Maruti Suzuki,INR,stock,8161.0,8329.0,8140.0,8188.0498046875,7847.73583984375,1514072,0.013602944343354788,0,111.3815857737811,106.75231385074517
2021-01-13,MARUTI.NS,Maruti Suzuki,INR,stock,8188.0,8250.0,8111.0,8139.85009765625,7801.53955078125,877225,0.013667737135062023,0,111.25333145357456,106.62939182886798
2021-01-14,MARUTI.NS,Maruti Suzuki,INR,stock,8164.7998046875,8180.0,8023.4501953125,8149.4501953125,7810.740234375,718274,0.013666822202121365,0,111.37708686437917,106.74799805015888
2021-01-15,MARUTI.NS,Maruti Suzuki,INR,stock,8157.14990234375,8219.5,8000.0498046875,8024.75,7691.22265625,751177,0.013682211350665332,0,109.79632553625162,105.23293392783812
2021-01-18,MARUTI.NS,Maruti Suzuki,INR,stock,8011.0,8023.9501953125,7745.0,7830.64990234375,7505.18994140625,771183,0.01366885887887659,0,107.03604844502547,102.5873821682461
2021-01-19,MARUTI.NS,Maruti Suzuki,INR,stock,7900.0,7990.2998046875,7835.0,7922.60009765625,7593.31884765625,779892,0.013663311820747422,0,108.24895556536133,103.74988316988583
2021-01-20,MARUTI.NS,Maruti Suzuki,INR,stock,7882.0,8170.0,7860.25,8144.9501953125,7806.42724609375,999226,0.01366271364016691,0,111.28212213197624,106.6569800161757
2021-01-21,MARUTI.NS,Maruti Suzuki,INR,stock,8205.0,8267.0,8021.4501953125,8076.75,7741.06103515625,769494,0.013715371099924167,0,110.77562353131252,106.17152480433109
2021-01-22,MARUTI.NS,Maruti Suzuki,INR,stock,8085.0,8308.0,8000.0,8048.85009765625,7714.3212890625,1172914,0.013707097997405448,0,110.32637705500063,105.74095789265081
2021-01-25,MARUTI.NS,Maruti Suzuki,INR,stock,8117.0,8164.7001953125,7950.10009765625,7981.5,7649.7705078125,753043,0.013699398989456107,0,109.34175303434392,104.79725836429769
2021-01-27,MARUTI.NS,Maruti Suzuki,INR,stock,7992.9501953125,8090.0,7820.5,7870.89990234375,7543.76708984375,1080785,0.013713659148525232,0,107.93883845290271,103.45265056597931
2021-01-28,MARUTI.NS,Maruti Suzuki,INR,stock,7840.0,7984.5498046875,7562.0,7588.5,7273.10498046875,2085637,0.013691671439579932,0,103.89924871925231,99.58096373815054
2021-01-29,MARUTI.NS,Maruti Suzuki,INR,stock,7685.0,7685.0,7170.0,7206.64990234375,6907.125,3069968,0.013710124668496608,0,98.80406860334172,94.69754485088963
2021-02-01,MARUTI.NS,Maruti Suzuki,INR,stock,7265.2001953125,7475.0,7152.0,7399.7998046875,7092.2470703125,1611478,0.013716179151683956,0,101.4969798076897,97.27853140441192
2021-02-02,MARUTI.NS,Maruti Suzuki,INR,stock,7534.89990234375,7769.75,7490.14990234375,7654.7001953125,7336.55322265625,1700845,0.013676186811336193,0,104.68710985586539,100.33607242435745
2021-02-03,MARUTI.NS,Maruti Suzuki,INR,stock,7680.0,7716.4501953125,7475.85009765625,7589.2001953125,7273.77490234375,1491567,0.013714355070503809,0,104.08098617965248,99.75513171366136
2021-02-04,MARUTI.NS,Maruti Suzuki,INR,stock,7600.0,7765.0,7529.0498046875,7640.0,7322.4638671875,1198036,0.01372532839967647,0,104.86150897352823,100.50322127191338
2021-02-05,MARUTI.NS,Maruti Suzuki,INR,stock,7680.0,7736.0,7461.0,7494.14990234375,7182.67626953125,1128089,0.013708826950429232,0,102.7360041518066,98.4660660199585
2021-02-08,MARUTI.NS,Maruti Suzuki,INR,stock,7515.0,7638.0,7474.5,7574.60009765625,7259.7822265625,912372,0.013739132786424892,0,104.06843654576618,99.74311201126955
2021-02-09,MARUTI.NS,Maruti Suzuki,INR,stock,7581.0,7680.0,7574.0,7627.0498046875,7310.05224609375,925127,0.01371179700782545,0,104.58055869044975,100.233952515036
2021-02-10,MARUTI.NS,Maruti Suzuki,INR,stock,7605.2001953125,7674.89990234375,7506.0498046875,7621.7001953125,7304.9248046875,1015600,0.013725913389729462,0,104.61479676334349,100.26676518762703
2021-02-11,MARUTI.NS,Maruti Suzuki,INR,stock,7600.0,7744.0,7567.64990234375,7667.35009765625,7348.67724609375,818869,0.013734887086846293,0,105.3101878466285,100.93325221277424
2021-02-12,MARUTI.NS,Maruti Suzuki,INR,stock,7620.10009765625,7675.0,7525.89990234375,7568.5,7253.93505859375,756833,0.01375336037724366,0,104.09230801516864,99.76598301396196
2021-02-15,MARUTI.NS,Maruti Suzuki,INR,stock,7600.0,7649.10009765625,7580.0,7596.64990234375,7280.916015625,470093,0.013775090786836062,0,104.64454208059446,100.29527912656306
2021-02-16,MARUTI.NS,Maruti Suzuki,INR,stock,7639.0,7799.0,7625.25,7697.0498046875,7377.142578125,1321126,0.013766765746935689,0,105.96348160362992,101.55939375479208
2021-02-17,MARUTI.NS,Maruti Suzuki,INR,stock,7679.9501953125,7691.5,7471.2998046875,7503.2001953125,7191.349609375,1023548,0.013710838876722118,0,102.87516893771961,98.59943580031917
2021-02-18,MARUTI.NS,Maruti Suzuki,INR,stock,7574.85009765625,7579.0498046875,7460.0,7497.5498046875,7185.93359375,821462,0.013736772780665225,0,102.99213807871313,98.71153699429284
2021-02-19,MARUTI.NS,Maruti Suzuki,INR,stock,7448.0,7486.39990234375,7285.0,7323.0,7018.6396484375,1013887,0.013773080223001334,0,100.86026647303878,96.66828693426757
2021-02-22,MARUTI.NS,Maruti Suzuki,INR,stock,7323.0,7325.0,7056.0,7086.4501953125,6791.9208984375,1502068,0.013783027313154077,0,97.67273659529823,93.61323125194605
2021-02-23,MARUTI.NS,Maruti Suzuki,INR,stock,7118.7998046875,7122.35009765625,6938.0,6970.5,6680.78955078125,1589884,0.013803765620754515,0,96.21914825946935,92.22005312057021
2021-02-24,MARUTI.NS,Maruti Suzuki,INR,stock,6905.0,7036.0,6877.5,6952.9501953125,6663.96923828125,1225254,0.01381654413942701,0,96.0657432727728,92.07302512449668
2021-02-25,MARUTI.NS,Maruti Suzuki,INR,stock,7065.0,7069.0,6915.0,6930.35009765625,6642.30859375,1740066,0.013812154405032112,0,95.7230656297575,91.74459190274672
2021-02-26,MARUTI.NS,Maruti Suzuki,INR,stock,6900.0,7075.0,6822.2001953125,6866.14990234375,6580.7763671875,2687534,0.013670371457759593,0,93.86281964969882,89.96165741989886
2021-03-01,MARUTI.NS,Maruti Suzuki,INR,stock,6977.0,7032.85009765625,6917.0498046875,7015.0,6723.43994140625,1417600,0.013587713171037952,0,95.31780789483123,91.35617344652835
2021-03-02,MARUTI.NS,Maruti Suzuki,INR,stock,7060.0,7235.0,7030.0,7214.10009765625,6914.265625,1395296,0.013640815043694276,0,98.40620513882573,94.3162185535982
2021-03-03,MARUTI.NS,Maruti Suzuki,INR,stock,7245.60009765625,7262.2998046875,7101.2001953125,7124.7001953125,6828.58154296875,796258,0.013646754460453856,0,97.22903416977732,93.18797563008167
2021-03-04,MARUTI.NS,Maruti Suzuki,INR,stock,7080.0,7175.2001953125,7011.0,7131.60009765625,6835.1943359375,906310,0.013721053880616405,0,97.85306919495062,93.78606976788251
2021-03-05,MARUTI.NS,Maruti Suzuki,INR,stock,7130.0,7315.0,7070.0,7249.0,6947.71533203125,1821165,0.01367394252858814,0,99.12240938973542,95.00266015518598
2021-03-08,MARUTI.NS,Maruti Suzuki,INR,stock,7264.89990234375,7338.7998046875,7216.0,7259.5,6957.7783203125,977572,0.013673642966151495,0,99.26381111277678,95.13817658958239
2021-03-09,MARUTI.NS,Maruti Suzuki,INR,stock,7329.39990234375,7329.39990234375,7256.0,7301.5498046875,6998.08056640625,678485,0.013636983158733643,0,99.57111171917836,95.43270682754323
2021-03-10,MARUTI.NS,Maruti Suzuki,INR,stock,7320.0,7387.0,7251.0,7272.10009765625,6969.85498046875,659270,0.013740812210402412,0,99.92456181714357,95.77146842035907
2021-03-12,MARUTI.NS,Maruti Suzuki,INR,stock,7300.0,7313.0,7061.39990234375,7096.2001953125,6801.265625,946720,0.013766709355033154,0,97.6913256139967,93.63104710575291
2021-03-15,MARUTI.NS,Maruti Suzuki,INR,stock,7145.0,7162.9501953125,7011.0,7089.2998046875,6794.65185546875,700250,0.01375837566520894,0,97.53724991618299,93.48337274184802
2021-03-16,MARUTI.NS,Maruti Suzuki,INR,stock,7100.0,7200.0,7100.0,7150.2998046875,6853.1171875,796357,0.013790193824650371,0,98.60402021100032,94.50581431866782
2021-03-17,MARUTI.NS,Maruti Suzuki,INR,stock,7160.0,7169.9501953125,7043.5,7064.64990234375,6771.02734375,688581,0.013790135789785439,0,97.42248146061475,93.37338650666271
