date,ticker,name,currency,asset_type,open,high,low,close,adj_close,volume,usd_per_unit,fx_filled,close_usd,adj_close_usd
2021-01-01,HDFCBANK.NS,HDFC Bank,INR,stock,720.0,721.5,710.2999877929688,712.5250244140625,663.9057006835938,8810938,0.013681911425824023,0,9.748704272716303,9.083498991852565
2021-01-04,HDFCBANK.NS,HDFC Bank,INR,stock,719.0,719.0,699.5,708.0,659.689453125,15740192,0.013681387303027093,0,9.686422210543181,9.025466907925262
2021-01-05,HDFCBANK.NS,HDFC Bank,INR,stock,709.5999755859375,715.375,704.5,713.3499755859375,664.6743774414062,14386824,0.013638843482845673,0,9.729268665508384,9.065389800981228
2021-01-06,HDFCBANK.NS,HDFC Bank,INR,stock,717.5,720.0,706.5499877929688,710.2750244140625,661.8092041015625,22134050,0.013628656946349849,0,9.680094645299521,9.019570606637025
2021-01-07,HDFCBANK.NS,HDFC Bank,INR,stock,716.25,716.2999877929688,706.2750244140625,708.125,659.8058471679688,19894842,0.013631406647765127,0,9.652739832448681,8.99408181131975
2021-01-08,HDFCBANK.NS,HDFC Bank,INR,stock,716.0,721.0,711.5499877929688,715.8250122070312,666.9805297851562,13768764,0.01361544551962383,0,9.746276455288898,9.081237065939634
2021-01-11,HDFCBANK.NS,HDFC Bank,INR,stock,725.0,732.4500122070312,718.1500244140625,725.7249755859375,676.2050170898438,17331392,0.013628917695154036,0,9.890845961578414,9.215942522967708
2021-01-12,HDFCBANK.NS,HDFC Bank,INR,stock,726.2249755859375,743.8499755859375,724.5499877929688,740.5,689.9718017578125,20388156,0.013602944343354788,0,10.07298028625422,9.385648017795747
2021-01-13,HDFCBANK.NS,HDFC Bank,INR,stock,746.4500122070312,748.4500122070312,731.0499877929688,735.3250122070312,685.1499633789062,16934650,0.013667737135062023,0,10.050228975681977,9.364449597560263
2021-01-14,HDFCBANK.NS,HDFC Bank,INR,stock,735.5750122070312,744.0,728.0,734.375,684.2647705078125,12297166,0.013666822202121365,0,10.036572554682877,9.351724957705652
2021-01-15,HDFCBANK.NS,HDFC Bank,INR,stock,734.5499877929688,735.8250122070312,722.5,733.3250122070312,683.2864379882812,14165236,0.013682211350665332,0,10.033507805745836,9.348869457598944
2021-01-18,HDFCBANK.NS,HDFC Bank,INR,stock,734.9500122070312,751.4249877929688,733.5,741.5499877929688,690.9501342773438,42825632,0.01366885887887659,0,10.136142134774747,9.444499877777842
2021-01-19,HDFCBANK.NS,HDFC Bank,INR,stock,745.9000244140625,755.8250122070312,733.5,751.9249877929688,700.6172485351562,17360254,0.013663311820747422,0,10.27378557402703,9.572751933729934
2021-01-20,HDFCBANK.NS,HDFC Bank,INR,stock,750.5,750.5,743.0,746.0,695.0964965820312,13346052,0.01366271364016691,0,10.192384375564515,9.496904385083552
2021-01-21,HDFCBANK.NS,HDFC Bank,INR,stock,746.0,747.1749877929688,734.0750122070312,737.4000244140625,687.0833740234375,26333054,0.013715371099924167,0,10.113714983932008,9.423603451319442
2021-01-22,HDFCBANK.NS,HDFC Bank,INR,stock,733.9500122070312,733.9500122070312,720.0750122070312,721.7750244140625,672.5245361328125,15392364,0.013707097997405448,0,9.893440991723264,9.218359722432101
2021-01-25,HDFCBANK.NS,HDFC Bank,INR,stock,732.5499877929688,740.5,727.5750122070312,731.4249877929688,681.5160522460938,20344718,0.013699398989456107,0,10.020082738633942,9.336360317438253
2021-01-27,HDFCBANK.NS,HDFC Bank,INR,stock,734.0,735.9500122070312,703.0750122070312,704.7999877929688,656.707763671875,23556276,0.013713659148525232,0,9.665386800477517,9.005866431186355
2021-01-28,HDFCBANK.NS,HDFC Bank,INR,stock,694.9500122070312,700.6500244140625,671.0,685.7249755859375,638.9343872070312,42704446,0.013691671439579932,0,9.388721063636627,8.748079701088015
2021-01-29,HDFCBANK.NS,HDFC Bank,INR,stock,695.6749877929688,704.375,682.25,695.25,647.8094482421875,28704502,0.013710124668496608,0,9.531964175772266,8.881548296830392
2021-02-01,HDFCBANK.NS,HDFC Bank,INR,stock,705.125,741.25,700.5,738.375,687.9918212890625,26370544,0.013716179151683956,0,10.12768378112464,9.436619075694113
2021-02-02,HDFCBANK.NS,HDFC Bank,INR,stock,750.5,789.25,748.7000122070312,780.2750244140625,727.0326538085938,42420206,0.013676186811336193,0,10.671186998106627,9.943034391427842
